radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
UMTS,605,2,220,316563,0,10.228,36.765,1000,1,1,,,0
GSM,605,3,1154,12813,0,10.219,36.765,1884,1,1,,,0
GSM,605,1,10005,10423,0,10.222,36.765,2385,1,1,,,0
UMTS,605,2,137,265995,0,10.223,36.765,1000,1,1,,,0
UMTS,605,1,10005,76228,0,10.221,36.766,1000,1,1,,,0
GSM,605,3,1154,12811,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1154,12461,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1118,11548,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1154,11462,0,10.224,36.766,1000,1,1,,,0
UMTS,605,1,10006,75848,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1154,11463,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1154,12771,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1154,11467,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1118,11542,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1154,12467,0,10.222,36.766,1000,1,1,,,0
LTE,605,2,137,11618563,0,10.222,36.766,1000,1,1,,,0
UMTS,605,3,2164,795199,0,10.222,36.766,1000,1,1,,,0
UMTS,605,3,2164,788623,0,10.222,36.766,1000,1,1,,,0
GSM,605,3,1118,12442,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1154,65535,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1118,65535,0,10.223,36.766,1000,1,1,,,0
LTE,605,3,4154,3101953,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1118,11324,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1118,11321,0,10.223,36.766,1000,1,1,,,0
UMTS,605,1,10005,87556,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1154,12041,0,10.223,36.766,1000,1,1,,,0
UMTS,605,2,137,266002,0,10.223,36.766,1000,1,1,,,0
UMTS,605,1,10005,77733,0,10.223,36.766,1000,1,1,,,0
UMTS,605,1,10005,76232,0,10.228,36.766,1000,1,1,,,0
GSM,605,3,1154,12822,0,10.222,36.766,1000,1,1,,,0
UMTS,605,3,2164,825194,0,10.223,36.766,1000,1,1,,,0
GSM,605,3,1118,11323,0,10.223,36.766,1000,1,1,,,0
LTE,605,2,137,11618573,0,10.221,36.766,1000,1,1,,,0
LTE,605,2,137,11526679,0,10.218,36.767,2231,1,1,,,0
GSM,605,3,1118,11327,0,10.226,36.767,1000,1,1,,,0
GSM,605,1,10017,2402,0,10.225,36.767,15567,1,1,,,0
UMTS,605,2,137,265998,0,10.225,36.767,1000,1,1,,,0
UMTS,605,2,137,317143,0,10.217,36.767,1000,1,1,,,0
GSM,605,3,1154,11461,0,10.221,36.767,1000,1,1,,,0
GSM,605,3,1118,11329,0,10.222,36.767,1000,1,1,,,0
UMTS,605,1,10005,75851,0,10.222,36.767,2149,1,1,,,0
UMTS,605,3,2164,795194,0,10.22,36.767,1000,1,1,,,0
GSM,605,2,401,50513,0,10.223,36.768,2311,1,1,,,0
UMTS,605,2,137,312411,0,10.22,36.768,1000,1,1,,,0
UMTS,605,2,137,262406,0,10.217,36.768,1000,1,1,,,0
UMTS,605,2,137,316003,0,10.219,36.768,1000,1,1,,,0
GSM,605,3,1154,11721,0,10.222,36.768,1000,1,1,,,0
LTE,605,3,4154,3101955,0,10.222,36.768,2582,1,1,,,0
UMTS,605,1,10005,75848,0,10.219,36.769,1533,1,1,,,0
GSM,605,3,1154,11469,0,10.218,36.769,1000,1,1,,,0
GSM,605,3,104,12822,0,10.221,36.769,1000,1,1,,,0
UMTS,605,3,2154,169833,0,10.221,36.769,1000,1,1,,,0
UMTS,605,3,2154,656412,0,10.226,36.769,1000,1,1,,,0
UMTS,605,3,2154,139060,0,10.228,36.769,1000,1,1,,,0
GSM,605,3,1154,12828,0,10.22,36.769,1000,1,1,,,0
LTE,605,1,10005,273670,0,10.222,36.77,1000,1,1,,,0
UMTS,605,3,2154,139838,0,10.222,36.77,1000,1,1,,,0
UMTS,605,1,10005,68516,0,10.225,36.77,1000,1,1,,,0
UMTS,605,1,10005,77696,0,10.225,36.77,1000,1,1,,,0
UMTS,605,1,10005,77196,0,10.222,36.77,1000,1,1,,,0
UMTS,605,1,10005,75850,0,10.219,36.771,1000,1,1,,,0
UMTS,605,2,137,263109,0,10.222,36.771,1000,1,1,,,0
UMTS,605,3,2154,139839,0,10.218,36.771,1000,1,1,,,0
LTE,605,2,137,11544588,0,10.223,36.771,1000,1,1,,,0
UMTS,605,3,2154,133049,0,10.223,36.771,1000,1,1,,,0
LTE,605,3,4164,3115276,0,10.216,36.772,1176,1,1,,,0
UMTS,605,1,10005,75596,0,10.223,36.772,1000,1,1,,,0
UMTS,605,3,2154,139056,0,10.228,36.772,1000,1,1,,,0
UMTS,605,3,2154,139061,0,10.228,36.772,1000,1,1,,,0
LTE,605,3,4164,3085836,0,10.236,36.76,1000,1,1,,,0
GSM,605,3,1154,12818,0,10.235,36.76,1000,1,1,,,0
LTE,605,3,4164,3086347,0,10.235,36.76,1000,1,1,,,0
UMTS,605,1,10005,75634,0,10.234,36.76,1000,1,1,,,0
UMTS,605,2,137,265810,0,10.234,36.761,1000,1,1,,,0
UMTS,605,2,137,265807,0,10.234,36.761,1000,1,1,,,0
GSM,605,3,1154,11189,0,10.23,36.761,1000,1,1,,,0
UMTS,605,2,137,264238,0,10.232,36.761,1000,1,1,,,0
UMTS,605,3,2154,132884,0,10.232,36.761,1000,1,1,,,0
UMTS,605,3,2154,135063,0,10.233,36.761,1000,1,1,,,0
UMTS,605,3,2154,135068,0,10.234,36.761,1000,1,1,,,0
GSM,605,1,10005,10712,0,10.234,36.761,1000,1,1,,,0
GSM,605,3,1154,12049,0,10.234,36.761,1000,1,1,,,0
UMTS,605,2,137,262252,0,10.234,36.761,1000,1,1,,,0
GSM,605,2,411,52091,0,10.234,36.761,1000,1,1,,,0
GSM,605,3,1154,12812,0,10.234,36.761,1000,1,1,,,0
UMTS,605,1,10005,76837,0,10.234,36.761,1000,1,1,,,0
LTE,605,2,137,11613719,0,10.233,36.761,1000,1,1,,,0
LTE,605,2,137,11613709,0,10.233,36.761,1000,1,1,,,0
UMTS,605,3,2245,39468329,0,10.234,36.762,5346,1,1,,,0
UMTS,605,3,2154,132889,0,10.23,36.762,1000,1,1,,,0
UMTS,605,3,2154,140750,0,10.234,36.762,1000,1,1,,,0
UMTS,605,2,137,264057,0,10.237,36.762,1000,1,1,,,0
LTE,605,3,4164,3085835,0,10.23,36.762,1000,1,1,,,0
GSM,605,1,10005,10316,0,10.23,36.763,2489,1,1,,,0
UMTS,605,2,137,264235,0,10.233,36.763,1000,1,1,,,0
UMTS,605,3,2154,132903,0,10.232,36.764,1000,1,1,,,0
LTE,605,2,137,11611660,0,10.238,36.765,2121,1,1,,,0
UMTS,605,1,10005,76446,0,10.234,36.765,1000,1,1,,,0
UMTS,605,2,137,312251,0,10.234,36.765,1000,1,1,,,0
UMTS,605,3,2154,139059,0,10.236,36.765,1000,1,1,,,0
LTE,605,2,137,11586819,0,10.239,36.765,2615,1,1,,,0
GSM,605,2,411,53636,0,10.24,36.765,9553,1,1,,,0
UMTS,605,3,2154,132883,0,10.23,36.765,1000,1,1,,,0
UMTS,605,2,137,314241,0,10.232,36.766,1000,1,1,,,0
UMTS,605,1,10005,75778,0,10.236,36.766,1000,1,1,,,0
GSM,605,3,1154,11187,0,10.236,36.766,1000,1,1,,,0
UMTS,605,2,137,262656,0,10.237,36.766,1000,1,1,,,0
GSM,605,1,10005,10242,0,10.232,36.766,1000,1,1,,,0
UMTS,605,1,10005,75854,0,10.23,36.767,1000,1,1,,,0
UMTS,605,3,2154,140458,0,10.236,36.767,1000,1,1,,,0
UMTS,605,2,137,262658,0,10.238,36.767,1000,1,1,,,0
UMTS,605,1,10005,76842,0,10.231,36.768,1000,1,1,,,0
UMTS,605,1,10005,75781,0,10.238,36.768,1000,1,1,,,0
UMTS,605,3,2154,170454,0,10.234,36.768,1000,1,1,,,0
UMTS,605,3,2154,169053,0,10.234,36.768,1000,1,1,,,0
UMTS,605,3,2154,140453,0,10.236,36.768,1000,1,1,,,0
UMTS,605,3,2154,133059,0,10.239,36.768,1000,1,1,,,0
UMTS,605,2,137,264957,0,10.24,36.768,1000,1,1,,,0
LTE,605,2,137,11591949,0,10.24,36.768,1000,1,1,,,0
LTE,605,2,137,11533068,0,10.238,36.768,1000,1,1,,,0
UMTS,605,2,137,264960,0,10.24,36.768,1000,1,1,,,0
GSM,605,2,411,50512,0,10.238,36.768,1000,1,1,,,0
GSM,605,1,10005,11301,0,10.235,36.768,1000,1,1,,,0
GSM,605,2,401,50512,0,10.237,36.769,1000,1,1,,,0
UMTS,605,2,137,262655,0,10.239,36.769,1000,1,1,,,0
UMTS,605,1,10005,76528,0,10.228,36.769,1000,1,1,,,0
LTE,605,3,4154,3118348,0,10.235,36.769,1000,1,1,,,0
GSM,605,2,401,52813,0,10.239,36.769,1000,1,1,,,0
LTE,605,2,137,11533059,0,10.23,36.769,1000,1,1,,,0
LTE,605,3,4154,3101964,0,10.232,36.769,1000,1,1,,,0
UMTS,605,3,2154,169054,0,10.232,36.769,1000,1,1,,,0
LTE,605,3,4164,3118348,0,10.232,36.769,1000,1,1,,,0
LTE,605,3,4154,3085324,0,10.233,36.769,1000,1,1,,,0
UMTS,605,2,137,312663,0,10.234,36.769,1000,1,1,,,0
UMTS,605,3,2154,140454,0,10.236,36.769,1000,1,1,,,0
UMTS,605,3,2154,133054,0,10.237,36.769,1000,1,1,,,0
LTE,605,2,137,11533069,0,10.23,36.769,1289,1,1,,,0
UMTS,605,2,137,262657,0,10.233,36.77,1000,1,1,,,0
UMTS,605,3,2154,139053,0,10.231,36.77,1000,1,1,,,0
UMTS,605,3,2154,139058,0,10.23,36.771,1000,1,1,,,0
LTE,605,3,4154,3101956,0,10.232,36.771,1000,1,1,,,0
LTE,605,3,4154,3118339,0,10.233,36.771,1000,1,1,,,0
LTE,605,3,4154,3101963,0,10.232,36.771,1000,1,1,,,0
UMTS,605,1,10005,75782,0,10.235,36.771,1000,1,1,,,0
GSM,605,1,10005,10054,0,10.23,36.772,1000,1,1,,,0
UMTS,605,3,2164,794416,0,10.23,36.772,1000,1,1,,,0
UMTS,605,3,2164,794421,0,10.23,36.772,1000,1,1,,,0
GSM,605,1,10005,10052,0,10.23,36.772,1000,1,1,,,0
UMTS,605,1,10005,76068,0,10.232,36.772,1000,1,1,,,0
UMTS,605,1,10005,75588,0,10.228,36.772,1000,1,1,,,0
UMTS,605,1,10005,86836,0,10.228,36.772,1340,1,1,,,0
GSM,605,1,10005,10425,0,10.246,36.76,1000,1,1,,,0
UMTS,605,1,10005,75964,0,10.248,36.76,1000,1,1,,,0
UMTS,605,3,2154,140745,0,10.25,36.76,1135,1,1,,,0
LTE,605,2,137,11630849,0,10.249,36.76,1000,1,1,,,0
LTE,605,2,137,11584781,0,10.249,36.76,1000,1,1,,,0
GSM,605,3,1118,12127,0,10.25,36.76,1000,1,1,,,0
UMTS,605,2,137,265726,0,10.243,36.761,1000,1,1,,,0
UMTS,605,1,10005,75958,0,10.247,36.761,1000,1,1,,,0
GSM,605,3,1118,12647,0,10.25,36.761,1000,1,1,,,0
GSM,605,3,1118,12121,0,10.25,36.761,1000,1,1,,,0
GSM,605,3,1154,12469,0,10.25,36.761,1000,1,1,,,0
UMTS,605,3,2154,132583,0,10.25,36.761,1000,1,1,,,0
UMTS,605,2,137,314063,0,10.25,36.761,1000,1,1,,,0
UMTS,605,3,2164,787948,0,10.25,36.761,1000,1,1,,,0
GSM,605,3,1118,12128,0,10.25,36.762,1000,1,1,,,0
UMTS,605,3,2154,162583,0,10.25,36.762,1000,1,1,,,0
UMTS,605,1,10005,75961,0,10.242,36.762,1000,1,1,,,0
UMTS,605,2,137,315731,0,10.248,36.762,1000,1,1,,,0
GSM,605,3,108,12121,0,10.251,36.762,1000,1,1,,,0
UMTS,605,3,2154,12127,0,10.251,36.762,1000,1,1,,,0
LTE,605,2,137,11573515,0,10.241,36.763,1000,1,1,,,0
LTE,605,2,137,11611650,0,10.246,36.763,1000,1,1,,,0
LTE,605,2,137,11630859,0,10.25,36.763,4418,1,1,,,0
UMTS,605,2,137,265729,0,10.246,36.763,1000,1,1,,,0
UMTS,605,1,10005,77766,0,10.25,36.764,1000,1,1,,,0
UMTS,605,2,137,11591948,0,10.245,36.765,1000,1,1,,,0
UMTS,605,2,137,264956,0,10.251,36.766,1000,1,1,,,0
LTE,605,2,137,11591938,0,10.245,36.766,1000,1,1,,,0
LTE,605,2,137,11591948,0,10.249,36.766,2022,1,1,,,0
UMTS,605,2,137,265731,0,10.243,36.766,1000,1,1,,,0
GSM,605,2,401,53581,0,10.247,36.767,1000,1,1,,,0
GSM,605,2,401,52812,0,10.248,36.767,1000,1,1,,,0
UMTS,605,2,137,264757,0,10.251,36.767,1028,1,1,,,0
UMTS,605,1,10005,76246,0,10.252,36.767,1000,1,1,,,0
UMTS,605,2,137,265725,0,10.243,36.767,1000,1,1,,,0
LTE,605,2,137,11611649,0,10.246,36.768,1080,1,1,,,0
UMTS,605,1,10005,75777,0,10.242,36.768,1000,1,1,,,0
UMTS,605,2,137,262662,0,10.241,36.768,1000,1,1,,,0
UMTS,605,3,2154,170745,0,10.243,36.768,1000,1,1,,,0
GSM,605,3,1118,11579,0,10.243,36.768,1000,1,1,,,0
UMTS,605,1,10005,75963,0,10.244,36.768,1000,1,1,,,0
UMTS,605,2,137,265728,0,10.242,36.768,1000,1,1,,,0
LTE,605,2,137,11611659,0,10.247,36.768,2425,1,1,,,0
UMTS,605,2,137,264959,0,10.243,36.769,1000,1,1,,,0
UMTS,605,3,2154,170743,0,10.252,36.769,1000,1,1,,,0
GSM,605,3,1118,11573,0,10.245,36.769,1000,1,1,,,0
LTE,605,2,137,11591937,0,10.245,36.77,1000,1,1,,,0
GSM,605,2,411,53581,0,10.242,36.77,1000,1,1,,,0
UMTS,605,1,10005,76969,0,10.243,36.771,1000,1,1,,,0
UMTS,605,3,2154,133215,0,10.244,36.771,1000,1,1,,,0
UMTS,605,3,2154,133220,0,10.251,36.771,1000,1,1,,,0
GSM,605,3,1108,11109,0,10.25,36.771,3658,1,1,,,0
GSM,605,2,401,50511,0,10.244,36.771,2228,1,1,,,0
UMTS,605,2,137,264958,0,10.244,36.771,1000,1,1,,,0
UMTS,605,1,10005,75780,0,10.243,36.772,1000,1,1,,,0
UMTS,605,1,10005,87256,0,10.243,36.772,1000,1,1,,,0
UMTS,605,3,2154,163215,0,10.251,36.772,1000,1,1,,,0
UMTS,605,1,10005,86996,0,10.257,36.762,1000,1,1,,,0
GSM,605,2,411,50626,0,10.258,36.762,1000,1,1,,,0
GSM,605,3,1108,12654,0,10.258,36.762,1000,1,1,,,0
UMTS,605,1,10005,76367,0,10.264,36.762,1000,1,1,,,0
GSM,605,2,411,51914,0,10.252,36.763,1000,1,1,,,0
UMTS,605,1,10005,76329,0,10.253,36.763,1000,1,1,,,0
GSM,605,1,10005,10793,0,10.252,36.763,1185,1,1,,,0
UMTS,605,1,10005,76332,0,10.255,36.763,1000,1,1,,,0
UMTS,605,1,10005,141488,0,10.254,36.764,1000,1,1,,,0
LTE,605,2,137,11586839,0,10.253,36.764,1000,1,1,,,0
UMTS,605,1,10005,76971,0,10.256,36.764,1000,1,1,,,0
UMTS,605,1,10005,76968,0,10.256,36.764,1000,1,1,,,0
GSM,605,2,137,1911,0,10.254,36.764,1000,1,1,,,0
GSM,605,1,10005,10413,0,10.254,36.765,1000,1,1,,,0
UMTS,605,2,1000,75210,0,10.256,36.765,1000,1,1,,,0
LTE,605,1,10005,277250,0,10.258,36.765,1000,1,1,,,0
UMTS,605,2,137,312773,0,10.263,36.765,1000,1,1,,,0
GSM,605,2,411,55223,0,10.256,36.766,1000,1,1,,,0
LTE,605,1,10005,266499,0,10.258,36.766,1000,1,1,,,0
GSM,605,2,411,52613,0,10.257,36.766,1000,1,1,,,0
GSM,605,3,108,11023,0,10.258,36.766,1000,1,1,,,0
UMTS,605,2,137,314962,0,10.258,36.766,1000,1,1,,,0
UMTS,605,1,10005,87326,0,10.256,36.767,1000,1,1,,,0
LTE,605,2,137,11586829,0,10.253,36.767,1018,1,1,,,0
LTE,605,3,4154,3118859,0,10.264,36.767,1000,1,1,,,0
UMTS,605,2,137,264760,0,10.258,36.768,1353,1,1,,,0
UMTS,605,1,10005,76201,0,10.264,36.768,1000,1,1,,,0
UMTS,605,3,2154,135015,0,10.261,36.768,1000,1,1,,,0
UMTS,605,3,2164,832483,0,10.259,36.768,1000,1,1,,,0
GSM,605,2,411,50623,0,10.264,36.768,1000,1,1,,,0
GSM,605,1,10005,10791,0,10.264,36.769,1000,1,1,,,0
GSM,605,3,1108,12659,0,10.255,36.769,2472,1,1,,,0
UMTS,605,3,2154,135020,0,10.261,36.769,1000,1,1,,,0
GSM,605,3,108,12009,0,10.262,36.769,1000,1,1,,,0
GSM,605,2,137,626,0,10.264,36.77,1000,1,1,,,0
UMTS,605,1,10005,76196,0,10.253,36.77,1000,1,1,,,0
GSM,605,2,137,50638,0,10.258,36.77,3070,1,1,,,0
UMTS,605,3,2154,165015,0,10.253,36.771,1000,1,1,,,0
UMTS,605,1,10005,77086,0,10.256,36.772,1346,1,1,,,0
LTE,605,2,137,11591947,0,10.253,36.772,1823,1,1,,,0
UMTS,605,1,10005,77770,0,10.261,36.772,1000,1,1,,,0
LTE,605,2,137,11659798,0,10.275,36.76,1000,1,1,,,0
UMTS,605,2,137,317611,0,10.276,36.76,1000,1,1,,,0
GSM,605,3,1108,11627,0,10.276,36.76,1000,1,1,,,0
LTE,605,3,4154,3119116,0,10.272,36.761,1000,1,1,,,0
UMTS,605,3,2154,132875,0,10.274,36.761,1000,1,1,,,0
UMTS,605,3,2154,141123,0,10.274,36.761,1000,1,1,,,0
GSM,605,1,10021,10465,0,10.274,36.761,1000,1,1,,,0
UMTS,605,3,2154,163075,0,10.274,36.761,1000,1,1,,,0
UMTS,605,3,2154,163079,0,10.274,36.761,1000,1,1,,,0
GSM,605,1,10021,10462,0,10.274,36.761,1000,1,1,,,0
UMTS,605,1,10005,76004,0,10.274,36.761,1000,1,1,,,0
GSM,605,2,411,55702,0,10.274,36.761,1000,1,1,,,0
GSM,605,1,10021,10963,0,10.274,36.761,1000,1,1,,,0
UMTS,605,1,10005,76502,0,10.274,36.761,1000,1,1,,,0
UMTS,605,2,137,314323,0,10.276,36.761,1000,1,1,,,0
UMTS,605,2,137,264320,0,10.275,36.761,1000,1,1,,,0
GSM,605,1,10021,10684,0,10.274,36.762,1000,1,1,,,0
UMTS,605,1,10005,77886,0,10.275,36.762,1000,1,1,,,0
UMTS,605,2,137,267608,0,10.276,36.762,1000,1,1,,,0
UMTS,605,1,10021,141485,0,10.267,36.762,1000,1,1,,,0
LTE,605,3,4154,3119117,0,10.269,36.762,1000,1,1,,,0
GSM,605,3,1108,11528,0,10.272,36.762,1000,1,1,,,0
UMTS,605,1,10021,143112,0,10.274,36.762,1000,1,1,,,0
UMTS,605,1,10021,141487,0,10.274,36.762,1000,1,1,,,0
UMTS,605,1,10005,77891,0,10.274,36.762,1000,1,1,,,0
UMTS,605,3,2154,170354,0,10.274,36.762,1000,1,1,,,0
GSM,605,2,411,55701,0,10.274,36.762,1000,1,1,,,0
UMTS,605,1,10005,76216,0,10.274,36.762,1000,1,1,,,0
GSM,605,2,401,52173,0,10.274,36.762,1000,1,1,,,0
UMTS,605,1,10005,75999,0,10.276,36.762,1000,1,1,,,0
UMTS,605,2,137,267606,0,10.273,36.762,1000,1,1,,,0
UMTS,605,3,2164,788235,0,10.275,36.763,1000,1,1,,,0
LTE,605,3,4164,3083010,0,10.275,36.763,1000,1,1,,,0
UMTS,605,3,2164,796245,0,10.275,36.763,1000,1,1,,,0
GSM,605,1,10021,10463,0,10.273,36.763,1000,1,1,,,0
UMTS,605,2,137,267612,0,10.274,36.763,1000,1,1,,,0
LTE,605,1,10005,266501,0,10.274,36.763,1000,1,1,,,0
LTE,605,2,137,11575565,0,10.275,36.763,1000,1,1,,,0
UMTS,605,3,2154,133000,0,10.266,36.764,1000,1,1,,,0
UMTS,605,1,10005,77888,0,10.274,36.764,1000,1,1,,,0
UMTS,605,1,10005,76217,0,10.274,36.764,1000,1,1,,,0
LTE,605,1,10005,266498,0,10.274,36.765,1000,1,1,,,0
GSM,605,3,1108,11233,0,10.267,36.765,1000,1,1,,,0
UMTS,605,1,10005,75947,0,10.273,36.765,1000,1,1,,,0
LTE,605,1,10005,266500,0,10.273,36.765,1000,1,1,,,0
UMTS,605,1,10021,141483,0,10.274,36.765,1000,1,1,,,0
LTE,605,1,10005,273409,0,10.274,36.765,1000,1,1,,,0
GSM,605,1,10005,10663,0,10.266,36.765,1000,1,1,,,0
GSM,605,2,411,54141,0,10.267,36.765,2394,1,1,,,0
LTE,605,2,137,11535884,0,10.271,36.765,3244,1,1,,,0
GSM,605,1,10005,10832,0,10.27,36.766,1000,1,1,,,0
UMTS,605,2,137,262770,0,10.267,36.766,1014,1,1,,,0
GSM,605,3,1108,11527,0,10.273,36.766,1000,1,1,,,0
UMTS,605,3,2154,162995,0,10.274,36.766,1000,1,1,,,0
GSM,605,3,1108,11599,0,10.276,36.766,1000,1,1,,,0
GSM,605,3,108,12003,0,10.27,36.766,1000,1,1,,,0
GSM,605,3,1108,11593,0,10.276,36.766,1000,1,1,,,0
UMTS,605,2,137,267609,0,10.272,36.766,1000,1,1,,,0
GSM,605,3,108,12402,0,10.27,36.766,1000,1,1,,,0
GSM,605,3,108,12002,0,10.27,36.766,1000,1,1,,,0
UMTS,605,1,10005,76374,0,10.273,36.766,1000,1,1,,,0
UMTS,605,1,10005,75953,0,10.273,36.766,1000,1,1,,,0
GSM,605,1,10005,10385,0,10.273,36.766,1000,1,1,,,0
GSM,605,1,10021,10414,0,10.273,36.766,1000,1,1,,,0
GSM,605,3,1108,12801,0,10.273,36.766,1000,1,1,,,0
GSM,605,3,1108,11232,0,10.273,36.766,1000,1,1,,,0
GSM,605,3,1108,12653,0,10.273,36.766,1000,1,1,,,0
GSM,605,3,1108,12408,0,10.273,36.766,1000,1,1,,,0
UMTS,605,2,137,262202,0,10.273,36.766,1000,1,1,,,0
GSM,605,3,1108,11597,0,10.273,36.766,1000,1,1,,,0
GSM,605,2,401,55461,0,10.273,36.766,1000,1,1,,,0
UMTS,605,2,137,262203,0,10.273,36.766,1000,1,1,,,0
UMTS,605,2,137,267853,0,10.273,36.766,1000,1,1,,,0
GSM,605,2,401,50052,0,10.273,36.766,1000,1,1,,,0
UMTS,605,2,137,262196,0,10.273,36.766,1000,1,1,,,0
UMTS,605,3,2154,132855,0,10.269,36.767,1000,1,1,,,0
UMTS,605,2,137,262773,0,10.266,36.767,1000,1,1,,,0
UMTS,605,2,137,312203,0,10.27,36.767,1000,1,1,,,0
LTE,605,3,4154,3085068,0,10.272,36.767,1000,1,1,,,0
LTE,605,1,10005,272898,0,10.27,36.767,1000,1,1,,,0
UMTS,605,3,2154,132860,0,10.269,36.768,1000,1,1,,,0
LTE,605,3,4154,3085069,0,10.27,36.768,1000,1,1,,,0
GSM,605,3,1108,12652,0,10.265,36.768,1000,1,1,,,0
GSM,605,3,1108,12791,0,10.265,36.768,1000,1,1,,,0
UMTS,605,1,10001,75855,0,10.269,36.768,1000,1,1,,,0
UMTS,605,1,10005,76204,0,10.27,36.768,1000,1,1,,,0
GSM,605,3,1108,12339,0,10.27,36.768,1000,1,1,,,0
GSM,605,3,1108,12002,0,10.27,36.768,1000,1,1,,,0
LTE,605,2,137,11535875,0,10.267,36.768,1000,1,1,,,0
UMTS,605,2,137,262766,0,10.274,36.768,1000,1,1,,,0
LTE,605,2,137,11535885,0,10.269,36.768,1000,1,1,,,0
UMTS,605,2,137,262769,0,10.276,36.768,1000,1,1,,,0
GSM,605,1,10005,10665,0,10.269,36.768,1000,1,1,,,0
LTE,605,1,10005,272901,0,10.272,36.768,1000,1,1,,,0
GSM,605,2,1108,12797,0,10.267,36.768,1000,1,1,,,0
GSM,605,3,108,12248,0,10.271,36.768,2577,1,1,,,0
UMTS,605,2,137,262767,0,10.267,36.768,1000,1,1,,,0
UMTS,605,1,10005,76806,0,10.276,36.768,1000,1,1,,,0
UMTS,605,1,4164,3085067,0,10.273,36.768,1000,1,1,,,0
GSM,605,3,108,12033,0,10.267,36.768,608,1,1,,,0
UMTS,605,1,10005,76198,0,10.27,36.768,1000,1,1,,,0
UMTS,605,1,4164,3085069,0,10.273,36.769,1000,1,1,,,0
UMTS,605,1,10005,119749,0,10.269,36.769,1000,1,1,,,0
UMTS,605,3,2154,165014,0,10.272,36.769,1000,1,1,,,0
GSM,605,1,10005,10662,0,10.274,36.769,1000,1,1,,,0
GSM,605,3,1494,12009,0,10.268,36.769,1000,1,1,,,0
GSM,605,3,1493,29221,0,10.268,36.77,1000,1,1,,,0
GSM,605,2,137,623,0,10.265,36.77,1000,1,1,,,0
GSM,605,3,1494,11233,0,10.268,36.77,1000,1,1,,,0
GSM,605,3,1494,11239,0,10.268,36.77,500,1,1,,,0
GSM,605,3,108,12242,0,10.271,36.77,2947,1,1,,,0
UMTS,605,1,10005,75957,0,10.265,36.771,1000,1,1,,,0
UMTS,605,2,137,317373,0,10.266,36.771,1000,1,1,,,0
GSM,605,3,1118,11577,0,10.266,36.771,1000,1,1,,,0
UMTS,605,1,10005,76970,0,10.266,36.771,1000,1,1,,,0
UMTS,605,3,2164,790380,0,10.266,36.771,1000,1,1,,,0
UMTS,605,1,10005,76967,0,10.267,36.771,1000,1,1,,,0
UMTS,605,1,10005,76226,0,10.273,36.771,1000,1,1,,,0
GSM,605,2,401,50621,0,10.273,36.771,1000,1,1,,,0
UMTS,605,3,2164,790378,0,10.273,36.771,1000,1,1,,,0
UMTS,605,3,2154,135014,0,10.276,36.771,1000,1,1,,,0
GSM,605,1,10005,10666,0,10.266,36.771,1000,1,1,,,0
UMTS,605,3,2164,818493,0,10.275,36.771,1262,1,1,,,0
UMTS,605,1,10005,76330,0,10.267,36.771,1000,1,1,,,0
GSM,605,2,411,52611,0,10.268,36.771,1589,1,1,,,0
GSM,605,1,10005,10382,0,10.274,36.771,1000,1,1,,,0
UMTS,605,2,137,262197,0,10.274,36.771,1000,1,1,,,0
LTE,605,3,4154,3085067,0,10.274,36.771,1000,1,1,,,0
UMTS,605,1,10005,75988,0,10.267,36.772,1000,1,1,,,0
GSM,605,2,137,5225,0,10.266,36.772,1644,1,1,,,0
UMTS,605,1,10005,75918,0,10.265,36.772,1000,1,1,,,0
UMTS,605,1,10005,87476,0,10.269,36.772,1000,1,1,,,0
UMTS,605,3,2154,135013,0,10.273,36.772,1000,1,1,,,0
UMTS,605,3,2154,132853,0,10.276,36.772,1000,1,1,,,0
LTE,605,3,4154,3104524,0,10.276,36.772,1000,1,1,,,0
LTE,605,2,137,11665932,0,10.287,36.761,1000,1,1,,,0
LTE,605,2,137,11665942,0,10.287,36.761,1000,1,1,,,0
UMTS,605,2,137,264317,0,10.277,36.761,1000,1,1,,,0
UMTS,605,2,137,267605,0,10.277,36.761,1000,1,1,,,0
LTE,605,2,137,11659788,0,10.278,36.761,1090,1,1,,,0
UMTS,605,1,10021,141540,0,10.281,36.762,1000,1,1,,,0
UMTS,605,3,2154,163080,0,10.283,36.762,1000,1,1,,,0
UMTS,605,1,10013,141752,0,10.284,36.762,1000,1,1,,,0
UMTS,605,2,220,263330,0,10.286,36.763,1392,1,1,,,0
UMTS,605,2,137,267850,0,10.284,36.764,1000,1,1,,,0
LTE,605,2,137,11665933,0,10.28,36.764,1000,1,1,,,0
